int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1312	1083	2	安东尼	2101	2	0	0	0	0	1902;1904;1932;1903;1940	1601;1603	52岁的凯撒（主角）以罗马执行官的身份为了解决王室姐弟争位的事端驾临埃及，皇姐克里奥佩特拉（主角）把自己包在一块羊皮毯中觐见凯撒，凭自己的绝伦美貌与智慧让凯撒为她的魅力而倾倒。克氏与凯撒完婚后，为其产下一子，深得凯撒喜欢，被立为继承人。但这引起了凯撒手下大将安东尼（主角）与屋大维（配角）的不满。在凯撒遇刺驾崩之后，安东尼接掌了罗马的统治权，但他同样无法抵挡克氏的绝世美貌。当安东尼彻底沉溺于暴风雨般爱情的时候，身在罗马的屋大维已经吹响了夺权的号角…
1313	1084	1	屋大维	2101	2	0	0	1401	0	1941;1921;1922;1931;1934	1602;1603	52岁的凯撒（主角）以罗马执行官的身份为了解决王室姐弟争位的事端驾临埃及，皇姐克里奥佩特拉（主角）把自己包在一块羊皮毯中觐见凯撒，凭自己的绝伦美貌与智慧让凯撒为她的魅力而倾倒。克氏与凯撒完婚后，为其产下一子，深得凯撒喜欢，被立为继承人。但这引起了凯撒手下大将安东尼（主角）与屋大维（配角）的不满。在凯撒遇刺驾崩之后，安东尼接掌了罗马的统治权，但他同样无法抵挡克氏的绝世美貌。当安东尼彻底沉溺于暴风雨般爱情的时候，身在罗马的屋大维已经吹响了夺权的号角…
1314	1084	2	卡萨诺瓦	2101	2	0	0	0	0	1944;1908;1942;1902;1903	1604;1602	卡萨诺瓦（主角）是威尼斯著名的浪荡子，从伯爵夫人到禁欲修女，似乎没有女人能抵挡他的魅力。终于有一天，宗教当局受不了他的放荡行为，决定审判他。还好他的朋友及时赶到搭救，但也警告他若再不正经成家就将面临被驱逐出威尼斯。而卡萨诺瓦有着不能离开威尼斯的理由——从小就离开他的母亲（配角）曾与他约定一定会回来接他。于是卡萨诺瓦开始寻找自己的新娘人选，在此过程中他结识了杰西卡（主角），并被这位与众不同的少女的智慧所打动，真心爱上了她。然而杰西卡对卡萨诺瓦的名声早有耳闻并十分厌弃他，另一方面，杰西卡已经有了未婚夫皮耶尔（配角）。卡萨诺瓦的感情将何去何从？
1315	1084	3	杰西卡	2104	2	0	0	0	0	1922;1915;1921;1940;1943	1602;1601	卡萨诺瓦（主角）是威尼斯著名的浪荡子，从伯爵夫人到禁欲修女，似乎没有女人能抵挡他的魅力。终于有一天，宗教当局受不了他的放荡行为，决定审判他。还好他的朋友及时赶到搭救，但也警告他若再不正经成家就将面临被驱逐出威尼斯。而卡萨诺瓦有着不能离开威尼斯的理由——从小就离开他的母亲（配角）曾与他约定一定会回来接他。于是卡萨诺瓦开始寻找自己的新娘人选，在此过程中他结识了杰西卡（主角），并被这位与众不同的少女的智慧所打动，真心爱上了她。然而杰西卡对卡萨诺瓦的名声早有耳闻并十分厌弃他，另一方面，杰西卡已经有了未婚夫皮耶尔（配角）。卡萨诺瓦的感情将何去何从？
1316	1084	4	总督	2104	2	0	0	0	0	1904;1920;1945;1940;1931	1602;1604	卡萨诺瓦（主角）是威尼斯著名的浪荡子，从伯爵夫人到禁欲修女，似乎没有女人能抵挡他的魅力。终于有一天，宗教当局受不了他的放荡行为，决定审判他。还好他的朋友及时赶到搭救，但也警告他若再不正经成家就将面临被驱逐出威尼斯。而卡萨诺瓦有着不能离开威尼斯的理由——从小就离开他的母亲（配角）曾与他约定一定会回来接他。于是卡萨诺瓦开始寻找自己的新娘人选，在此过程中他结识了杰西卡（主角），并被这位与众不同的少女的智慧所打动，真心爱上了她。然而杰西卡对卡萨诺瓦的名声早有耳闻并十分厌弃他，另一方面，杰西卡已经有了未婚夫皮耶尔（配角）。卡萨诺瓦的感情将何去何从？
1317	1085	1	维多利亚	2101	2	0	0	0	1502	1949;1927;1909;1910;1921	1603;1602	卡萨诺瓦（主角）是威尼斯著名的浪荡子，从伯爵夫人到禁欲修女，似乎没有女人能抵挡他的魅力。终于有一天，宗教当局受不了他的放荡行为，决定审判他。还好他的朋友及时赶到搭救，但也警告他若再不正经成家就将面临被驱逐出威尼斯。而卡萨诺瓦有着不能离开威尼斯的理由——从小就离开他的母亲（配角）曾与他约定一定会回来接他。于是卡萨诺瓦开始寻找自己的新娘人选，在此过程中他结识了杰西卡（主角），并被这位与众不同的少女的智慧所打动，真心爱上了她。然而杰西卡对卡萨诺瓦的名声早有耳闻并十分厌弃他，另一方面，杰西卡已经有了未婚夫皮耶尔（配角）。卡萨诺瓦的感情将何去何从？
1318	1085	2	马克	2101	2	0	0	0	0	1939;1922;1927;1946;1928	1602;1604	未来世界，水资源短缺引发了连绵的战争。人们相互厮杀，争夺有限的资源，地球变成了血腥十足的杀戮死战场。面容恐怖的拉森（配角）在戈壁山谷建立了武装自治王国，他和部下杀伐无度，一天，他手下的指挥官卡特（主角）带着一群被拉森压迫的女性逃跑，这令拉森恼羞成怒，拍出部下追杀她们。卡特在逃亡路上遇见了马克（主角），两人基于某些理由一同行动，面对着茫茫废土与身后的追兵，他们能顺利生存下去吗？
1319	1085	3	卡特	2104	2	0	0	0	0	1904;1928;1909;1935;1932	1603;1601	未来世界，水资源短缺引发了连绵的战争。人们相互厮杀，争夺有限的资源，地球变成了血腥十足的杀戮死战场。面容恐怖的拉森（配角）在戈壁山谷建立了武装自治王国，他和部下杀伐无度，一天，他手下的指挥官卡特（主角）带着一群被拉森压迫的女性逃跑，这令拉森恼羞成怒，拍出部下追杀她们。卡特在逃亡路上遇见了马克（主角），两人基于某些理由一同行动，面对着茫茫废土与身后的追兵，他们能顺利生存下去吗？
1320	1085	4	拉森	2104	2	0	0	0	0	1909;1915;1941;1935;1905	1602;1603	未来世界，水资源短缺引发了连绵的战争。人们相互厮杀，争夺有限的资源，地球变成了血腥十足的杀戮死战场。面容恐怖的拉森（配角）在戈壁山谷建立了武装自治王国，他和部下杀伐无度，一天，他手下的指挥官卡特（主角）带着一群被拉森压迫的女性逃跑，这令拉森恼羞成怒，拍出部下追杀她们。卡特在逃亡路上遇见了马克（主角），两人基于某些理由一同行动，面对着茫茫废土与身后的追兵，他们能顺利生存下去吗？
1321	1086	1	艾瑞克	2102	2	1102	1201	0	0	1902;1933;1917;1927;1931	1602;1603	艾瑞克（主角）是个大公司职员，薪水不菲，住着漂亮的公寓，却患有严重的抑郁症。一天，他住的公寓识失火，并因此住进了在机缘巧合下认识的汉克（主角）那残破不堪的家中。汉克狂放不羁却又充满魅力，两人发展起了一个名为格斗俱乐部的地下组织，让人们在这里进行无护具的原始搏斗来释放压力。但不久，俱乐部的的发展越来越脱离原本的轨道，艾瑞克对此感到恐惧并想要退出，却发现自己好像无论走到哪里都无法摆脱汉克的影子。同时身边的神秘女子玛莎（主角）的言行也十分奇怪，这让他不禁开始思考，自己到底是谁？
1322	1086	2	汉克	2101	2	0	0	0	0	1904;1927;1941;1921;1935	1601;1602	艾瑞克（主角）是个大公司职员，薪水不菲，住着漂亮的公寓，却患有严重的抑郁症。一天，他住的公寓识失火，并因此住进了在机缘巧合下认识的汉克（主角）那残破不堪的家中。汉克狂放不羁却又充满魅力，两人发展起了一个名为格斗俱乐部的地下组织，让人们在这里进行无护具的原始搏斗来释放压力。但不久，俱乐部的的发展越来越脱离原本的轨道，艾瑞克对此感到恐惧并想要退出，却发现自己好像无论走到哪里都无法摆脱汉克的影子。同时身边的神秘女子玛莎（主角）的言行也十分奇怪，这让他不禁开始思考，自己到底是谁？
1323	1086	3	玛莎	2104	2	0	0	0	0	1941;1930;1920;1945;1921	1603;1602	艾瑞克（主角）是个大公司职员，薪水不菲，住着漂亮的公寓，却患有严重的抑郁症。一天，他住的公寓识失火，并因此住进了在机缘巧合下认识的汉克（主角）那残破不堪的家中。汉克狂放不羁却又充满魅力，两人发展起了一个名为格斗俱乐部的地下组织，让人们在这里进行无护具的原始搏斗来释放压力。但不久，俱乐部的的发展越来越脱离原本的轨道，艾瑞克对此感到恐惧并想要退出，却发现自己好像无论走到哪里都无法摆脱汉克的影子。同时身边的神秘女子玛莎（主角）的言行也十分奇怪，这让他不禁开始思考，自己到底是谁？
1324	1086	4	大卫	2104	2	0	0	0	0	1941;1910;1927;1922;1921	1602;1605	一觉醒来的大卫（主角）发现自己躺在一个废弃的储物间里，他的对面躺着另一个人——他名叫劳尔（主角）。他们两人的腿都被粗实的铁链绑住，而他们中间躺着一具鲜血淋漓的尸体（配角），尸体两手分别握着一把手枪与一个录放机。大卫摸出口袋中被人放入的录音带进去播放，录音带中一个自称竖锯（主角）的男声说劳尔必须在今晚六点前杀死大卫，不然两人都会死，而劳尔的家人也不会幸免。就这样，一场血腥的死亡游戏开始了…
1325	1087	1	劳尔	2102	2	1102	1203	0	1501	1902;1903;1935;1922;1934	1602;1603	一觉醒来的大卫（主角）发现自己躺在一个废弃的储物间里，他的对面躺着另一个人——他名叫劳尔（主角）。他们两人的腿都被粗实的铁链绑住，而他们中间躺着一具鲜血淋漓的尸体（配角），尸体两手分别握着一把手枪与一个录放机。大卫摸出口袋中被人放入的录音带进去播放，录音带中一个自称竖锯（主角）的男声说劳尔必须在今晚六点前杀死大卫，不然两人都会死，而劳尔的家人也不会幸免。就这样，一场血腥的死亡游戏开始了…
1326	1087	2	赛普	2101	2	0	0	0	0	1902;1904;1932;1935;1942	1601;1605	一觉醒来的大卫（主角）发现自己躺在一个废弃的储物间里，他的对面躺着另一个人——他名叫劳尔（主角）。他们两人的腿都被粗实的铁链绑住，而他们中间躺着一具鲜血淋漓的尸体（配角），尸体两手分别握着一把手枪与一个录放机。大卫摸出口袋中被人放入的录音带进去播放，录音带中一个自称竖锯（主角）的男声说劳尔必须在今晚六点前杀死大卫，不然两人都会死，而劳尔的家人也不会幸免。就这样，一场血腥的死亡游戏开始了…
1327	1088	1	竖锯	2101	2	0	0	0	0	1907;1922;1934;1938;1902	1601;1603	一觉醒来的大卫（主角）发现自己躺在一个废弃的储物间里，他的对面躺着另一个人——他名叫劳尔（主角）。他们两人的腿都被粗实的铁链绑住，而他们中间躺着一具鲜血淋漓的尸体（配角），尸体两手分别握着一把手枪与一个录放机。大卫摸出口袋中被人放入的录音带进去播放，录音带中一个自称竖锯（主角）的男声说劳尔必须在今晚六点前杀死大卫，不然两人都会死，而劳尔的家人也不会幸免。就这样，一场血腥的死亡游戏开始了…
1328	1088	2	卡琳娜	2101	2	0	0	0	0	1902;1938;1904;1932;1935	1602;1605	见习特工卡琳娜（主角）所在的城市发生了一系列专对女性下手的谋杀案，为了破案，卡琳娜前去访问被收监的食人魔，心理学专家汉克特博士（主角）。汉克特高超的谈话技巧让卡琳娜在他面前败下阵来，匆匆逃走。但随着案件再次发生，卡琳娜不得不再次前往寻求汉克特博士的帮助，并决定答应汉克特博士的要求。在博士的提示下，卡琳娜一步步接近了凶手，也接近了危险…
1329	1089	1	汉克特博士	2103	1	1101	1201	1402	1501	1911;1930;1904;1932;1935	1601;1602	见习特工卡琳娜（主角）所在的城市发生了一系列专对女性下手的谋杀案，为了破案，卡琳娜前去访问被收监的食人魔，心理学专家汉克特博士（主角）。汉克特高超的谈话技巧让卡琳娜在他面前败下阵来，匆匆逃走。但随着案件再次发生，卡琳娜不得不再次前往寻求汉克特博士的帮助，并决定答应汉克特博士的要求。在博士的提示下，卡琳娜一步步接近了凶手，也接近了危险…
1330	1089	2	麦克	2102	2	1102	1201	1402	1502	1911;1925;1926;1907;1910	1603;1601	麦克（主角）与哥哥凯恩（主角）自从母亲去世，父亲失踪后便相依为命，凯恩为了让弟弟能够顺利完成学业而选择了借高利贷，却因还不上债而不得不答应去枪杀一个人，可他到了地点才发现目标已经死亡，警察根据摄像头迅速抓捕了凯恩，而所有证据都指向是凯恩杀了人…麦克在得知情况后深信凯恩是被陷害的，为此不惜自己犯案进入监狱，试图靠自己的力量把被判死刑的凯恩救出去。麦克在监狱内认识了美丽善良的医生萨曼莎（主角）并对她心生好感，而与此同时，监狱外，凯恩的女友，律师维多利亚（配角）也正为了他的清白四处奔走，却不知危险已经临近…
1331	1089	3	凯恩	2104	2	0	0	0	0	1911;1907;1913;1920;1931	1601;1605	麦克（主角）与哥哥凯恩（主角）自从母亲去世，父亲失踪后便相依为命，凯恩为了让弟弟能够顺利完成学业而选择了借高利贷，却因还不上债而不得不答应去枪杀一个人，可他到了地点才发现目标已经死亡，警察根据摄像头迅速抓捕了凯恩，而所有证据都指向是凯恩杀了人…麦克在得知情况后深信凯恩是被陷害的，为此不惜自己犯案进入监狱，试图靠自己的力量把被判死刑的凯恩救出去。麦克在监狱内认识了美丽善良的医生萨曼莎（主角）并对她心生好感，而与此同时，监狱外，凯恩的女友，律师维多利亚（配角）也正为了他的清白四处奔走，却不知危险已经临近…
1332	1089	4	萨曼莎	2107	2	1102	0	1401	1501	1911;1930;1935;1922;1920	1601;1602	麦克（主角）与哥哥凯恩（主角）自从母亲去世，父亲失踪后便相依为命，凯恩为了让弟弟能够顺利完成学业而选择了借高利贷，却因还不上债而不得不答应去枪杀一个人，可他到了地点才发现目标已经死亡，警察根据摄像头迅速抓捕了凯恩，而所有证据都指向是凯恩杀了人…麦克在得知情况后深信凯恩是被陷害的，为此不惜自己犯案进入监狱，试图靠自己的力量把被判死刑的凯恩救出去。麦克在监狱内认识了美丽善良的医生萨曼莎（主角）并对她心生好感，而与此同时，监狱外，凯恩的女友，律师维多利亚（配角）也正为了他的清白四处奔走，却不知危险已经临近…
1333	1090	1	口袋	2102	2	1102	1201	1401	1502	1922;1946;1902;1931;1935	1601;1603	麦克（主角）与哥哥凯恩（主角）自从母亲去世，父亲失踪后便相依为命，凯恩为了让弟弟能够顺利完成学业而选择了借高利贷，却因还不上债而不得不答应去枪杀一个人，可他到了地点才发现目标已经死亡，警察根据摄像头迅速抓捕了凯恩，而所有证据都指向是凯恩杀了人…麦克在得知情况后深信凯恩是被陷害的，为此不惜自己犯案进入监狱，试图靠自己的力量把被判死刑的凯恩救出去。麦克在监狱内认识了美丽善良的医生萨曼莎（主角）并对她心生好感，而与此同时，监狱外，凯恩的女友，律师维多利亚（配角）也正为了他的清白四处奔走，却不知危险已经临近…
1334	1090	2	汉克	2102	2	1102	1201	0	1502	1907;1934;1935;1930;1926	1604;1601	卢浮宫馆长克莱德（配角）在一个深夜被人谋杀在馆内，临死前他留下了一个骇人的符号，这唯一的线索也让符号学专家汉克（主角）因此被牵扯进这桩离奇的案件。在破案过程中，汉克认识了死者的孙女奥利维亚（主角），两人在几次出生入死间慢慢的互生好感。在汉克的朋友，同样身为学者的斯科特（配角）的帮助下，他们的探查逐步深入，却发现自己陷入了更深的疑云当中。
1335	1090	3	奥利维亚	2103	1	1101	0	1402	1501	1902;1932;1935;1904;1903	1601;1605	卢浮宫馆长克莱德（配角）在一个深夜被人谋杀在馆内，临死前他留下了一个骇人的符号，这唯一的线索也让符号学专家汉克（主角）因此被牵扯进这桩离奇的案件。在破案过程中，汉克认识了死者的孙女奥利维亚（主角），两人在几次出生入死间慢慢的互生好感。在汉克的朋友，同样身为学者的斯科特（配角）的帮助下，他们的探查逐步深入，却发现自己陷入了更深的疑云当中。
1336	1090	4	克莱德	2104	2	0	0	0	0	1943;1921;1941;1930;1911	1603;1602	卢浮宫馆长克莱德（配角）在一个深夜被人谋杀在馆内，临死前他留下了一个骇人的符号，这唯一的线索也让符号学专家汉克（主角）因此被牵扯进这桩离奇的案件。在破案过程中，汉克认识了死者的孙女奥利维亚（主角），两人在几次出生入死间慢慢的互生好感。在汉克的朋友，同样身为学者的斯科特（配角）的帮助下，他们的探查逐步深入，却发现自己陷入了更深的疑云当中。
1337	1090	5	斯科特	2105	2	1102	0	1401	1502	1901;1907;1910;1941;1934	1602;1601	卢浮宫馆长克莱德（配角）在一个深夜被人谋杀在馆内，临死前他留下了一个骇人的符号，这唯一的线索也让符号学专家汉克（主角）因此被牵扯进这桩离奇的案件。在破案过程中，汉克认识了死者的孙女奥利维亚（主角），两人在几次出生入死间慢慢的互生好感。在汉克的朋友，同样身为学者的斯科特（配角）的帮助下，他们的探查逐步深入，却发现自己陷入了更深的疑云当中。
1338	1091	1	凯恩	2102	2	1102	1201	1402	1502	1901;1907;1934;1926;1928	1601;1602	凯恩（主角）是名执业律师，过着平淡的生活。但某天，与一位朋友科林（配角）的相遇打破了这种宁静。原来这位朋友把一卷记录着一桩政治丑闻的录像带放进了凯恩的包里，这让凯恩从此成为了某些邪恶势力的目标，他们千方百计的对他施压，甚至谋杀了他的前女友蕾拉（配角）并嫁祸给他。无奈之下，凯恩踏上了寻找真相的逃亡之旅。
1339	1091	2	金哈克曼	2103	1	1101	1202	1402	1501	1901;1925;1902;1904;1935	1603;1601	凯恩（主角）是名执业律师，过着平淡的生活。但某天，与一位朋友科林（配角）的相遇打破了这种宁静。原来这位朋友把一卷记录着一桩政治丑闻的录像带放进了凯恩的包里，这让凯恩从此成为了某些邪恶势力的目标，他们千方百计的对他施压，甚至谋杀了他的前女友蕾拉（配角）并嫁祸给他。无奈之下，凯恩踏上了寻找真相的逃亡之旅。
1340	1091	3	科林	2104	2	0	0	0	0	1946;1922;1928;1921;1931	1602;1603	凯恩（主角）是名执业律师，过着平淡的生活。但某天，与一位朋友科林（配角）的相遇打破了这种宁静。原来这位朋友把一卷记录着一桩政治丑闻的录像带放进了凯恩的包里，这让凯恩从此成为了某些邪恶势力的目标，他们千方百计的对他施压，甚至谋杀了他的前女友蕾拉（配角）并嫁祸给他。无奈之下，凯恩踏上了寻找真相的逃亡之旅。
1341	1091	4	斯蒂文	2105	2	1102	1201	1402	1501	1901;1907;1926;1928;1934	1601;1603	斯蒂文（主角）是一名平凡的商人，但是最近他莫名其妙的被人认作一个叫莫林（配角）的人，甚至有人试图谋杀他！逃过一劫的斯蒂文不禁升起强烈的好奇心，决定追查这个名叫莫林的人的真实身份以及他跟自己有什么关系。但是一波未平一波又起，斯蒂文被指控谋杀国会议员杰森（配角）。斯蒂文不得已踏上逃亡之路，但也同时引起了FBI对他的注意，并派出一位得力的女间谍伊芙（主角）来协助他。
1342	1091	5	伊芙	2105	2	1102	0	0	0	1937;1910;1907;1922;1921	1605;1602	斯蒂文（主角）是一名平凡的商人，但是最近他莫名其妙的被人认作一个叫莫林（配角）的人，甚至有人试图谋杀他！逃过一劫的斯蒂文不禁升起强烈的好奇心，决定追查这个名叫莫林的人的真实身份以及他跟自己有什么关系。但是一波未平一波又起，斯蒂文被指控谋杀国会议员杰森（配角）。斯蒂文不得已踏上逃亡之路，但也同时引起了FBI对他的注意，并派出一位得力的女间谍伊芙（主角）来协助他。
1343	1092	1	莫林	2102	2	1102	0	1402	0	1905;1902;1946;1922;1926	1601;1602	斯蒂文（主角）是一名平凡的商人，但是最近他莫名其妙的被人认作一个叫莫林（配角）的人，甚至有人试图谋杀他！逃过一劫的斯蒂文不禁升起强烈的好奇心，决定追查这个名叫莫林的人的真实身份以及他跟自己有什么关系。但是一波未平一波又起，斯蒂文被指控谋杀国会议员杰森（配角）。斯蒂文不得已踏上逃亡之路，但也同时引起了FBI对他的注意，并派出一位得力的女间谍伊芙（主角）来协助他。
1344	1092	2	杰森	2104	2	0	1201	0	0	1902;1903;1904;1932;1928	1602;1603	斯蒂文（主角）是一名平凡的商人，但是最近他莫名其妙的被人认作一个叫莫林（配角）的人，甚至有人试图谋杀他！逃过一劫的斯蒂文不禁升起强烈的好奇心，决定追查这个名叫莫林的人的真实身份以及他跟自己有什么关系。但是一波未平一波又起，斯蒂文被指控谋杀国会议员杰森（配角）。斯蒂文不得已踏上逃亡之路，但也同时引起了FBI对他的注意，并派出一位得力的女间谍伊芙（主角）来协助他。
1345	1092	3	瑞克	2107	2	0	0	0	0	1943;1923;1940;1915;1920	1601;1605	瑞克（主角）是一个饭店老板，但是一个偶然的机会令他涉足了军火生意。瑞克足智多谋，生意一帆风顺，伊芙（主角）也被他所吸引。但是好运似乎慢慢用尽，出现了生意上的死对头尼克（配角）和追查他的国际警察本（配角）；他的弟弟拉瑞（配角）染上毒瘾，并在一次交易中被杀害。瑞克开始反思自己的所作所为，但似乎为时已晚。
1346	1093	1	伊芙	2101	2	0	0	0	1501	1902;1903;1922;1910;1934	1602;1601	瑞克（主角）是一个饭店老板，但是一个偶然的机会令他涉足了军火生意。瑞克足智多谋，生意一帆风顺，伊芙（主角）也被他所吸引。但是好运似乎慢慢用尽，出现了生意上的死对头尼克（配角）和追查他的国际警察本（配角）；他的弟弟拉瑞（配角）染上毒瘾，并在一次交易中被杀害。瑞克开始反思自己的所作所为，但似乎为时已晚。
1347	1093	2	拉瑞	2101	2	0	0	0	0	1907;1926;1934;1928;1901	1603;1601	瑞克（主角）是一个饭店老板，但是一个偶然的机会令他涉足了军火生意。瑞克足智多谋，生意一帆风顺，伊芙（主角）也被他所吸引。但是好运似乎慢慢用尽，出现了生意上的死对头尼克（配角）和追查他的国际警察本（配角）；他的弟弟拉瑞（配角）染上毒瘾，并在一次交易中被杀害。瑞克开始反思自己的所作所为，但似乎为时已晚。
1348	1093	3	本	2107	2	1102	0	1402	0	1926;1923;1934;1943;1913	1601;1604	瑞克（主角）是一个饭店老板，但是一个偶然的机会令他涉足了军火生意。瑞克足智多谋，生意一帆风顺，伊芙（主角）也被他所吸引。但是好运似乎慢慢用尽，出现了生意上的死对头尼克（配角）和追查他的国际警察本（配角）；他的弟弟拉瑞（配角）染上毒瘾，并在一次交易中被杀害。瑞克开始反思自己的所作所为，但似乎为时已晚。
1349	1094	1	尼克	2101	2	0	0	1401	0	1901;1926;1934;1910;1935	1601;1602	瑞克（主角）是一个饭店老板，但是一个偶然的机会令他涉足了军火生意。瑞克足智多谋，生意一帆风顺，伊芙（主角）也被他所吸引。但是好运似乎慢慢用尽，出现了生意上的死对头尼克（配角）和追查他的国际警察本（配角）；他的弟弟拉瑞（配角）染上毒瘾，并在一次交易中被杀害。瑞克开始反思自己的所作所为，但似乎为时已晚。
1350	1094	2	达瑞	2101	2	0	0	0	1501	1935;1926;1910;1902;1903	1601;1603	达瑞（主角）是一名普通士兵，他的两个兄弟都在战争中丧生，指挥部知道了这个情况，毅然决定派一个小分队把瑞恩带回他母亲克拉拉夫人（配角）身边。小分队由汤姆（主角）和科曼（配角）带领，一路遇到各种危险，这让队中另一名队员约翰（配角）开始质疑任务并要求退出。
1351	1094	3	汤姆	2107	2	0	0	0	0	1923;1943;1919;1920;1930	1601;1605	达瑞（主角）是一名普通士兵，他的两个兄弟都在战争中丧生，指挥部知道了这个情况，毅然决定派一个小分队把瑞恩带回他母亲克拉拉夫人（配角）身边。小分队由汤姆（主角）和科曼（配角）带领，一路遇到各种危险，这让队中另一名队员约翰（配角）开始质疑任务并要求退出。
1352	1095	1	科曼	2101	2	0	0	0	0	1949;1909;1902;1904;1910	1601;1603	达瑞（主角）是一名普通士兵，他的两个兄弟都在战争中丧生，指挥部知道了这个情况，毅然决定派一个小分队把瑞恩带回他母亲克拉拉夫人（配角）身边。小分队由汤姆（主角）和科曼（配角）带领，一路遇到各种危险，这让队中另一名队员约翰（配角）开始质疑任务并要求退出。
1353	1095	2	约翰	2101	2	0	0	0	0	1926;1913;1941;1922;1928	1603;1602	达瑞（主角）是一名普通士兵，他的两个兄弟都在战争中丧生，指挥部知道了这个情况，毅然决定派一个小分队把瑞恩带回他母亲克拉拉夫人（配角）身边。小分队由汤姆（主角）和科曼（配角）带领，一路遇到各种危险，这让队中另一名队员约翰（配角）开始质疑任务并要求退出。
1354	1095	3	厄本下士	2101	2	0	0	0	1501	1902;1903;1908;1944;1913	1602;1601	达瑞（主角）是一名普通士兵，他的两个兄弟都在战争中丧生，指挥部知道了这个情况，毅然决定派一个小分队把瑞恩带回他母亲克拉拉夫人（配角）身边。小分队由汤姆（主角）和科曼（配角）带领，一路遇到各种危险，这让队中另一名队员约翰（配角）开始质疑任务并要求退出。
1355	1095	4	罗素	2101	2	0	0	1401	0	1919;1907;1934;1916;1941	1601;1605	罗素（主角），雇佣军、走私货船的船长，虽然贪财，但也十分勇敢。
1356	1095	5	维德勋爵	2107	2	0	0	0	0	1923;1913;1943;1926;1930	1601;1603	维德勋爵（反派），堕入黑暗的前共和国无畏英雄，残酷无情，但又充满着悲情色彩。
1357	1096	1	史派克	2102	2	1102	1201	1401	0	1902;1922;1910;1931;1913	1601;1605	未来世界，星际旅行已经大规模普及。瓦达星男孩史派克（主角）是人类母亲与瓦达星人帕特里克（配角）所生的混血儿。他既有瓦达人的严谨逻辑，却也有着人类的敏感。长大后的史派克遇到了同样怀着远大志向的克里斯（主角），两人虽矛盾不断但通过种种任务考验逐渐开始互相理解。他们一同登上了由经验丰富的老船长约翰尼（配角）所驾驶的星际战舰快援号，而来自未来的老年史派克因穿越时空，告诉克里斯在未来罗慕伦帝国的残余势力凯撒（反派）也已经回到现在，并率领大队人马摧毁了史派克的家乡瓦达，下一个目标便是地球。
1358	1096	2	克里斯	2102	2	1102	0	0	1501	1902;1922;1930;1910;1905	1603;1601	未来世界，星际旅行已经大规模普及。瓦达星男孩史派克（主角）是人类母亲与瓦达星人帕特里克（配角）所生的混血儿。他既有瓦达人的严谨逻辑，却也有着人类的敏感。长大后的史派克遇到了同样怀着远大志向的克里斯（主角），两人虽矛盾不断但通过种种任务考验逐渐开始互相理解。他们一同登上了由经验丰富的老船长约翰尼（配角）所驾驶的星际战舰快援号，而来自未来的老年史派克因穿越时空，告诉克里斯在未来罗慕伦帝国的残余势力凯撒（反派）也已经回到现在，并率领大队人马摧毁了史派克的家乡瓦达，下一个目标便是地球。
1359	1096	3	约翰尼	2104	2	0	0	0	0	1941;1910;1922;1928;1921	1601;1602	未来世界，星际旅行已经大规模普及。瓦达星男孩史派克（主角）是人类母亲与瓦达星人帕特里克（配角）所生的混血儿。他既有瓦达人的严谨逻辑，却也有着人类的敏感。长大后的史派克遇到了同样怀着远大志向的克里斯（主角），两人虽矛盾不断但通过种种任务考验逐渐开始互相理解。他们一同登上了由经验丰富的老船长约翰尼（配角）所驾驶的星际战舰快援号，而来自未来的老年史派克因穿越时空，告诉克里斯在未来罗慕伦帝国的残余势力凯撒（反派）也已经回到现在，并率领大队人马摧毁了史派克的家乡瓦达，下一个目标便是地球。
1360	1096	4	麦考伊	2104	2	0	1202	1401	0	1902;1922;1939;1931;1928	1602;1603	未来世界，星际旅行已经大规模普及。瓦达星男孩史派克（主角）是人类母亲与瓦达星人帕特里克（配角）所生的混血儿。他既有瓦达人的严谨逻辑，却也有着人类的敏感。长大后的史派克遇到了同样怀着远大志向的克里斯（主角），两人虽矛盾不断但通过种种任务考验逐渐开始互相理解。他们一同登上了由经验丰富的老船长约翰尼（配角）所驾驶的星际战舰快援号，而来自未来的老年史派克因穿越时空，告诉克里斯在未来罗慕伦帝国的残余势力凯撒（反派）也已经回到现在，并率领大队人马摧毁了史派克的家乡瓦达，下一个目标便是地球。
1361	1096	5	凯撒	2107	2	1102	1202	0	1502	1923;1920;1930;1911;1943	1601;1604	未来世界，星际旅行已经大规模普及。瓦达星男孩史派克（主角）是人类母亲与瓦达星人帕特里克（配角）所生的混血儿。他既有瓦达人的严谨逻辑，却也有着人类的敏感。长大后的史派克遇到了同样怀着远大志向的克里斯（主角），两人虽矛盾不断但通过种种任务考验逐渐开始互相理解。他们一同登上了由经验丰富的老船长约翰尼（配角）所驾驶的星际战舰快援号，而来自未来的老年史派克因穿越时空，告诉克里斯在未来罗慕伦帝国的残余势力凯撒（反派）也已经回到现在，并率领大队人马摧毁了史派克的家乡瓦达，下一个目标便是地球。
